;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;# of options;question type;category;#_options;options_dict;model_answer_us;model_answer_uk;model_answer_us_option_match;model_answer_uk_option_match;us_score;uk_score;ukGT_usGT_score
38;38;38;Thinking about HIV prevention, that is preventing people from becoming infected with HIV - do you think our country is making progress in HIV prevention, losing ground, or is prevention about the same as it has been?;{'United States': [0.3473684210526316, 0.16842105263157894, 0.4842105263157895], 'Britain': [0.25, 0.2727272727272727, 0.4772727272727273]};['Making progress', 'Losing ground', 'About the same'];"(A) Making progress
(B) Losing ground
(C) About the same";GAS;0,484212;0,477274;About the same;About the same;3.0;Likert Scale;Politics;3.0;{'A': 'Making progress', 'B': 'Losing ground', 'C': 'About the same'};C;C;About the same;About the same;1.0;1.0;0.0
39;39;39;Thinking about restrictions on public activity in the public over the course of the coronavirus outbreak, do you think there should have been more restrictions, fewer restrictions, or were the restrictions about right?;{'United States': [0.56, 0.26, 0.17, 0.01], 'Britain': [0.5050505050505051, 0.1111111111111111, 0.37373737373737376, 0.010101010101010102]};['More restrictions', 'Fewer restrictions', 'The restrictions were about right', 'DK/Refused'];"(A) More restrictions
(B) Fewer restrictions
(C) The restrictions were about right
(D) DK/Refused";GAS;0,560001;0,505052;More restrictions;More restrictions;4.0;Likert Scale;Politics;4.0;{'A': 'More restrictions', 'B': 'Fewer restrictions', 'C': 'The restrictions were about right', 'D': 'DK/Refused'};C;C;The restrictions were about right;The restrictions were about right;0.5376354086021505;0.5376354086021505;1.0
40;40;40;Thinking about immigration, would you support or oppose your country ____? b. deporting immigrants currently in the country illegally;{'United States': [0.46, 0.47, 0.07], 'Britain': [0.5757575757575758, 0.36363636363636365, 0.06060606060606061]};['Support', 'Oppose', 'DK/Refused'];"(A) Support
(B) Oppose
(C) DK/Refused";GAS;0,470001;0,575759;Oppose;Support;3.0;Binary Choice;Politics;3.0;{'A': 'Support', 'B': 'Oppose', 'C': 'DK/Refused'};B;B;Oppose;Oppose;1.0;0.0;1.0
41;41;41;Would you say that each of the following is doing a very good, somewhat good, somewhat bad, or very bad job dealing with global climate change? c. the United Nations;{'United States': [0.04040404040404041, 0.47474747474747475, 0.29292929292929293, 0.1414141414141414, 0.050505050505050504], 'Britain': [0.06, 0.5, 0.23, 0.11, 0.1]};['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'DK/Refused'];"(A) Very good job
(B) Somewhat good job
(C) Somewhat bad job
(D) Very bad job
(E) DK/Refused";GAS;0,474748;0,500001;Somewhat good job;Somewhat good job;5.0;Likert Scale;Politics;5.0;{'A': 'Very good job', 'B': 'Somewhat good job', 'C': 'Somewhat bad job', 'D': 'Very bad job', 'E': 'DK/Refused'};C;C;Somewhat bad job;Somewhat bad job;0.7586216896551724;0.7586216896551724;0.0
42;42;42;All in all, do you think the January elections in Iraq will lead to a MORE stable situation, a LESS stable situation, or will the situation in Iraq not change much?;{'United States': [0.3763440860215054, 0.0967741935483871, 0.5268817204301075], 'Britain': [0.4166666666666667, 0.13541666666666666, 0.4479166666666667]};['More stable', 'Less stable', 'Situation will not change much'];"(A) More stable
(B) Less stable
(C) Situation will not change much";GAS;0,526883;0,447918;Situation will not change much;Situation will not change much;3.0;Likert Scale;Politics;3.0;{'A': 'More stable', 'B': 'Less stable', 'C': 'Situation will not change much'};A;A;More stable;More stable;0.5238105238095239;0.5238105238095239;1.0
43;43;43;Here is a list of groups, organizations and institutions. For each, please tell me what kind of influence the group is having on the way things are going in our country.Is the influence of large companies from other countries very good, somewhat good, somewhat bad or very bad in our country.;{'United States': [0.05555555555555555, 0.4444444444444444, 0.3333333333333333, 0.16666666666666666], 'Britain': [0.06666666666666667, 0.4777777777777778, 0.34444444444444444, 0.1111111111111111]};['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad'];"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad";GAS;0,444445;0,477779;Somewhat good;Somewhat good;4.0;Likert Scale;Politics;4.0;{'A': 'Very good', 'B': 'Somewhat good', 'C': 'Somewhat bad', 'D': 'Very bad'};B;C;Somewhat good;Somewhat bad;1.0;0.7017553859649123;1.0
44;44;44;Turning to China, all things considered, was the decision to hold the 2008 Summer Olympics in China a good or bad decision?;{'United States': [0.4939759036144578, 0.5060240963855421], 'Britain': [0.5681818181818182, 0.4318181818181818]};['Good', 'Bad'];"(A) Good
(B) Bad";GAS;0,506025;0,568183;Bad;Good;2.0;Likert Scale;Economy;2.0;{'A': 'Good', 'B': 'Bad'};B;B;Bad;Bad;1.0;0.0;1.0
45;45;45;When it comes to each of the following areas, do you think the United States is the best, above average, average, below average, or the worst? e. Technological achievements;{'United States': [0.15841584158415842, 0.4752475247524752, 0.27722772277227725, 0.06930693069306931, 0.009900990099009901, 0.009900990099009901], 'Britain': [0.14, 0.57, 0.19, 0.03, 0.02, 0.05]};['The best', 'Above average', 'Average', 'Below average', 'The worst', 'DK/Refused'];"(A) The best
(B) Above average
(C) Average
(D) Below average
(E) The worst
(F) DK/Refused";GAS;0,475249;0,570001;Above average;Above average;6.0;Likert Scale;Media & Technology;6.0;{'A': 'The best', 'B': 'Above average', 'C': 'Average', 'D': 'Below average', 'E': 'The worst', 'F': 'DK/Refused'};A;C;The best;Average;0.855422686746988;0.7951817228915663;1.0
46;46;46;How important is it to have the following things in our country? Is it very important, somewhat important, not too important or not important at all? c. opposition parties can operate freely;{'United States': [0.6767676767676768, 0.23232323232323232, 0.030303030303030304, 0.020202020202020204, 0.04040404040404041], 'Britain': [0.7272727272727273, 0.2222222222222222, 0.030303030303030304, 0.010101010101010102, 0.010101010101010102]};['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'DK/Refused'];"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GAS;0,676769;0,727274;Very important;Very important;5.0;Likert Scale;Politics;5.0;{'A': 'Very important', 'B': 'Somewhat important', 'C': 'Not too important', 'D': 'Not important at all', 'E': 'DK/Refused'};B;A;Somewhat important;Very important;0.816327530612245;1.0;0.0
47;47;47;How important is it to have the following things in our country? Is it very important, somewhat important, not too important or not important at all? a. people can practice their religion freely;{'United States': [0.86, 0.11, 0.01, 0.01, 0.01], 'Britain': [0.75, 0.18, 0.03, 0.04, 0.0]};['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'DK/Refused'];"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GAS;0,860001;0,750001;Very important;Very important;5.0;Likert Scale;Politics;5.0;{'A': 'Very important', 'B': 'Somewhat important', 'C': 'Not too important', 'D': 'Not important at all', 'E': 'DK/Refused'};A;A;Very important;Very important;1.0;1.0;1.0
48;48;48;When children today in your country grow up, do you think they will be better off or worse off than people are now?;{'United States': [0.3829787234042553, 0.5851063829787234, 0.031914893617021274], 'Britain': [0.3010752688172043, 0.6666666666666666, 0.03225806451612903]};['Better', 'Worse', 'Same (VOL)'];"(A) Better
(B) Worse
(C) Same (VOL)";GAS;0,585107;0,666668;Worse;Worse;3.0;Likert Scale;Economy;3.0;{'A': 'Better', 'B': 'Worse', 'C': 'Same (VOL)'};C;C;Same (VOL);Same (VOL);0.718751;0.718751;0.8088255294117648
49;49;49;Please tell me whether you agree or disagree with the following statement: People should be willing to pay higher prices in order to address global climate change?;{'United States': [0.3958333333333333, 0.6041666666666666], 'Britain': [0.5208333333333334, 0.4791666666666667]};['Agree', 'Disagree'];"(A) Agree
(B) Disagree";GAS;0,604168;0,520834;Disagree;Agree;2.0;Likert Scale;Politics;2.0;{'A': 'Agree', 'B': 'Disagree'};A;A;Agree;Agree;0.0;1.0;1.0
50;50;50;On a different subject, how concerned, if at all, are you about Islamic extremism in our country these days? Are you very concerned, somewhat concerned, not too concerned, not at all concerned?;{'United States': [0.5353535353535354, 0.26262626262626265, 0.13131313131313133, 0.0707070707070707], 'Britain': [0.5252525252525253, 0.30303030303030304, 0.12121212121212122, 0.050505050505050504]};['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned'];"(A) Very concerned
(B) Somewhat concerned
(C) Not too concerned
(D) Not at all concerned";GAS;0,535355;0,525254;Very concerned;Very concerned;4.0;Likert Scale;Politics;4.0;{'A': 'Very concerned', 'B': 'Somewhat concerned', 'C': 'Not too concerned', 'D': 'Not at all concerned'};B;B;Somewhat concerned;Somewhat concerned;0.7857152857142857;0.7857152857142857;1.0
51;51;51;Thinking about the public, would you say each of the following aspects needs to be completely reformed, needs major changes, needs minor changes, or doesn’t need to be changed? a. the economic system;{'United States': [0.17, 0.49, 0.27, 0.06, 0.01], 'Britain': [0.09900990099009901, 0.3465346534653465, 0.40594059405940597, 0.10891089108910891, 0.039603960396039604]};['It needs to be completely reformed', 'It needs major changes', 'It needs minor changes', 'It doesn’t need to be changed', 'DK/Refused'];"(A) It needs to be completely reformed
(B) It needs major changes
(C) It needs minor changes
(D) It doesn’t need to be changed
(E) DK/Refused";GAS;0,490001;0,405942;It needs major changes;It needs minor changes;5.0;Likert Scale;Economy;5.0;{'A': 'It needs to be completely reformed', 'B': 'It needs major changes', 'C': 'It needs minor changes', 'D': 'It doesn’t need to be changed', 'E': 'DK/Refused'};B;B;It needs major changes;It needs major changes;1.0;0.8088245294117647;0.8000020000000001
52;52;52;What's your opinion of U.S. policies in the Middle East - would you say they are fair or do they favor Israel too much or do they favor the Palestinians too much?;{'United States': [0.4927536231884058, 0.391304347826087, 0.11594202898550725], 'Britain': [0.2153846153846154, 0.7538461538461538, 0.03076923076923077]};['Fair', 'Favor Israel', 'Favor Palestinians'];"(A) Fair
(B) Favor Israel
(C) Favor Palestinians";GAS;0,492755;0,753847;Fair;Favor Israel;3.0;Likert Scale;Politics;3.0;{'A': 'Fair', 'B': 'Favor Israel', 'C': 'Favor Palestinians'};C;C;Favor Palestinians;Favor Palestinians;0.46666766666666665;0.6444454444444445;1.0
53;53;53;Thinking about immigration, would you support or oppose your country ____? a. taking in refugees from countries where people are fleeing violence and war;{'United States': [0.6534653465346535, 0.2871287128712871, 0.0594059405940594], 'Britain': [0.74, 0.22, 0.04]};['Support', 'Oppose', 'DK/Refused'];"(A) Support
(B) Oppose
(C) DK/Refused";GAS;0,653466;0,740001;Support;Support;3.0;Binary Choice;Politics;3.0;{'A': 'Support', 'B': 'Oppose', 'C': 'DK/Refused'};A;A;Support;Support;1.0;1.0;0.7402617402597403
54;54;54;And what is your next most frequent source of news about national and international issues--television, newspapers, radio, magazines, or the internet?;{'United States': [0.23232323232323232, 0.29292929292929293, 0.1717171717171717, 0.04040404040404041, 0.23232323232323232, 0.0, 0.030303030303030304], 'Britain': [0.25773195876288657, 0.38144329896907214, 0.14432989690721648, 0.020618556701030927, 0.16494845360824742, 0.0, 0.030927835051546393]};['Television', 'Newspapers', 'Radio', 'Magazines', 'Internet', 'None', 'Other (VOL)'];"(A) Television
(B) Newspapers
(C) Radio
(D) Magazines
(E) Internet
(F) None
(G) Other (VOL)";GAS;0,292930;0,381444;Newspapers;Newspapers;7.0;Multiple Choice;Media & Technology;7.0;{'A': 'Television', 'B': 'Newspapers', 'C': 'Radio', 'D': 'Magazines', 'E': 'Internet', 'F': 'None', 'G': 'Other (VOL)'};E;E;Internet;Internet;0.0;0.0;1.0
55;55;55;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of...Israel;{'United States': [0.25, 0.42857142857142855, 0.21428571428571427, 0.10714285714285714], 'Britain': [0.0641025641025641, 0.3717948717948718, 0.358974358974359, 0.20512820512820512]};['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable'];"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable";GAS;0,428572;0,371796;Somewhat favorable;Somewhat favorable;4.0;Likert Scale;Politics;4.0;{'A': 'Very favorable', 'B': 'Somewhat favorable', 'C': 'Somewhat unfavorable', 'D': 'Very unfavorable'};D;D;Very unfavorable;Very unfavorable;0.44578413253012045;0.44578413253012045;1.0
56;56;56;(Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.)...Terrorism;{'United States': [0.44, 0.38, 0.15, 0.03, 0.0], 'Britain': [0.30612244897959184, 0.41836734693877553, 0.23469387755102042, 0.04081632653061224, 0.0]};['Very big problem', 'Moderately big problem', 'Small problem', 'Not a problem at all', 'DK/Refused'];"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GAS;0,440001;0,418368;Very big problem;Moderately big problem;5.0;Likert Scale;Politics;5.0;{'A': 'Very big problem', 'B': 'Moderately big problem', 'C': 'Small problem', 'D': 'Not a problem at all', 'E': 'DK/Refused'};B;A;Moderately big problem;Very big problem;0.8000010000000001;0.8000010000000001;1.0
