;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;options_dict;value_diff;uk_score;us_score;ukGT_usGT_score;ukMA_usGT_score;ukGT_usMA_score;ukMA_usMA_score
273;273;Now, thinking about some possible economic concerns for the country. Do you think that the power of financial institutions and banks pose(s) a major threat, a minor threat, or no threat to the economic well being of your country? ;{'United States': [0.5591397849462365, 0.3548387096774194, 0.08602150537634409], 'Britain': [0.6701030927835051, 0.28865979381443296, 0.041237113402061855]};['Major threat', 'Minor threat', 'No threat'];"(A) Major threat
(B) Minor threat
(C) No threat";GAS;0,559141;0,670104;Major threat;Major threat;D. Politics and policy;3.0;Likert Scale;Politics and Governance;A;A;Major threat;Major threat;3.0;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'No threat'};0.889037;1.0;1.0;1.0;1.0;1.0;1.0
274;274;Which one of the religions that I name do you think of as most violent--Christianity, Islam, Judaism or Hinduism?;{'United States': [0.10465116279069768, 0.813953488372093, 0.023255813953488372, 0.03488372093023256, 0.023255813953488372], 'Britain': [0.056818181818181816, 0.8522727272727273, 0.022727272727272728, 0.03409090909090909, 0.03409090909090909]};['Christianity', 'Islam', 'Judaism', 'Hinduism', 'None (VOL)'];"(A) Christianity
(B) Islam
(C) Judaism
(D) Hinduism
(E) None (VOL)";GAS;0,813954;0,852274;Islam;Islam;B. Religion and spirituality;5.0;Multiple Choice;Economy, Health, and Environment;E;B;Islam;None (VOL);5.0;{'A': 'Christianity', 'B': 'Islam', 'C': 'Judaism', 'D': 'Hinduism', 'E': 'None (VOL)'};0.96168;1.0;0.0;1.0;1.0;0.0;0.0
275;275;I am going to read you a list of things that might be important for getting ahead in life. On a scale of 0 to 10, in your opinion, how important is it...to work hard to get ahead in life, where 0 means not important at all and 10 means very important?;{'United States': [0.0, 0.0, 0.7373737373737373, 0.0, 0.0, 0.0, 0.020202020202020204, 0.020202020202020204, 0.030303030303030304, 0.10101010101010101, 0.09090909090909091], 'Britain': [0.0, 0.0, 0.6060606060606061, 0.0, 0.0, 0.0, 0.020202020202020204, 0.020202020202020204, 0.0707070707070707, 0.15151515151515152, 0.13131313131313133]};['Not important at all', 1.0, 'Very important', 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0];"(A) Not important at all
(B) 1.0
(C) Very important
(D) 2.0
(E) 3.0
(F) 4.0
(G) 5.0
(H) 6.0
(I) 7.0
(J) 8.0
(K) 9.0";GAS;0,737375;0,606062;Very important;Very important;A. Social values and attitudes;11.0;Numerical Scale;Society, Culture, and Relationships;C;C;Very important;Very important;11.0;{'A': 'Not important at all', 'B': 1.0, 'C': 'Very important', 'D': 2.0, 'E': 3.0, 'F': 4.0, 'G': 5.0, 'H': 6.0, 'I': 7.0, 'J': 8.0, 'K': 9.0};0.868687;1.0;1.0;1.0;1.0;1.0;1.0
276;276;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...French President Jacques Chirac;{'United States': [0.04878048780487805, 0.25609756097560976, 0.3170731707317073, 0.2682926829268293, 0.10975609756097561], 'Britain': [0.04878048780487805, 0.4024390243902439, 0.35365853658536583, 0.1951219512195122, 0.0]};['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Never heard of'];"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) Never heard of";GAS;0,317074;0,402440;Somewhat unfavorable;Somewhat favorable;D. Politics and policy;5.0;Likert Scale;Politics and Governance;E;E;Never heard of;Never heard of;5.0;{'A': 'Very favorable', 'B': 'Somewhat favorable', 'C': 'Somewhat unfavorable', 'D': 'Very unfavorable', 'E': 'Never heard of'};0.9146341463414632;0.3465356534653466;0.5643574356435644;0.7821792178217822;0.5643574356435644;0.3465356534653466;1.0
277;277;If Iran were to acquire nuclear weapons, would this represent a very serious threat to our country, a somewhat serious threat, a minor threat, or no threat at all?;{'United States': [0.6020408163265306, 0.2755102040816326, 0.09183673469387756, 0.030612244897959183], 'Britain': [0.41836734693877553, 0.3163265306122449, 0.1836734693877551, 0.08163265306122448]};['Very serious threat', 'Somewhat serious threat', 'Minor threat', 'No threat at all'];"(A) Very serious threat
(B) Somewhat serious threat
(C) Minor threat
(D) No threat at all";GAS;0,602042;0,418368;Very serious threat;Very serious threat;D. Politics and policy;4.0;Likert Scale;Politics and Governance;A;A;Very serious threat;Very serious threat;4.0;{'A': 'Very serious threat', 'B': 'Somewhat serious threat', 'C': 'Minor threat', 'D': 'No threat at all'};0.816326;1.0;1.0;1.0;1.0;1.0;1.0
278;278;Some people say that the following things are important for being truly your nationality. Others say they are not important. How important do you think each of the following is? b. to be able to speak the official language;{'United States': [0.7, 0.22, 0.05, 0.03, 0.0], 'Britain': [0.801980198019802, 0.16831683168316833, 0.019801980198019802, 0.009900990099009901, 0.0]};['Very important', 'Somewhat important', 'Not very important', 'Not at all important', 'DK/Refused'];"(A) Very important
(B) Somewhat important
(C) Not very important
(D) Not at all important
(E) DK/Refused";GAS;0,700001;0,801981;Very important;Very important;L. Family and relationships;5.0;Likert Scale;Society, Culture, and Relationships;A;A;Very important;Very important;5.0;{'A': 'Very important', 'B': 'Somewhat important', 'C': 'Not very important', 'D': 'Not at all important', 'E': 'DK/Refused'};0.89802;1.0;1.0;1.0;1.0;1.0;1.0
279;279;How concerned, if at all, are you about the rise of Islamic extremism around the WORLD these days? Are you very concerned, somewhat concerned, not too concerned or not at all concerned?;{'United States': [0.4842105263157895, 0.3473684210526316, 0.10526315789473684, 0.06315789473684211], 'Britain': [0.5208333333333334, 0.3541666666666667, 0.09375, 0.03125]};['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned'];"(A) Very concerned
(B) Somewhat concerned
(C) Not too concerned
(D) Not at all concerned";GAS;0,484212;0,520834;Very concerned;Very concerned;G. International affairs;4.0;Likert Scale;Economy, Health, and Environment;B;A;Very concerned;Somewhat concerned;4.0;{'A': 'Very concerned', 'B': 'Somewhat concerned', 'C': 'Not too concerned', 'D': 'Not at all concerned'};0.963378;1.0;0.7857152857142857;1.0;1.0;0.7857152857142857;0.7857152857142857
280;280;Which of these statements comes closer to your view, even if neither is exactly right? Investment from China is a good thing because it creates jobs in your country OR Investment from China is a bad thing because it gives China too much influence over domestic affairs in your country?;{'United States': [0.0, 0.0, 0.54, 0.0, 0.0, 0.45, 0.01, 0.0, 0.0], 'Britain': [0.0, 0.3401015228426396, 0.0, 0.0, 0.15228426395939088, 0.0, 0.005076142131979695, 0.350253807106599, 0.15228426395939088]};['Investment from China is a good thing', 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'Many of the problems facing our country can be solved by working with other countries', 'Investment from China is a bad thing', 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'Few of the problems facing our country can be solved by working with other countries', 'DK/Refused', 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'];"(A) Investment from China is a good thing
(B) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(C) Many of the problems facing our country can be solved by working with other countries
(D) Investment from China is a bad thing
(E) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(F) Few of the problems facing our country can be solved by working with other countries
(G) DK/Refused
(H) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(I) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GAS;0,540001;0,350255;Many of the problems facing our country can be solved by working with other countries;When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them;D. Politics and policy;9.0;Likert Scale;Politics and Governance;D;D;Investment from China is a bad thing;Investment from China is a bad thing;9.0;{'A': 'Investment from China is a good thing', 'B': 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'C': 'Many of the problems facing our country can be solved by working with other countries', 'D': 'Investment from China is a bad thing', 'E': 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'F': 'Few of the problems facing our country can be solved by working with other countries', 'G': 'DK/Refused', 'H': 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'I': 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'};0.8102538071065989;0.6682362941176471;0.8952951176470588;0.5635304117647059;0.8952951176470588;0.6682362941176471;1.0
281;281;And finally, which comes closer to your view?Consumerism and commercialism are a threat to our culture, OR consumerism and commercialism are not a threat to our culture.;{'United States': [0.48936170212765956, 0.5106382978723404], 'Britain': [0.5473684210526316, 0.45263157894736844]};['Consumerism/commercialism a threat to culture', 'Consumerism/commercialism not a threat to culture'];"(A) Consumerism/commercialism a threat to culture
(B) Consumerism/commercialism not a threat to culture";GAS;0,510639;0,547369;Consumerism/commercialism not a threat to culture;Consumerism/commercialism a threat to culture;A. Social values and attitudes;2.0;Likert Scale;Society, Culture, and Relationships;A;B;Consumerism/commercialism not a threat to culture;Consumerism/commercialism a threat to culture;2.0;{'A': 'Consumerism/commercialism a threat to culture', 'B': 'Consumerism/commercialism not a threat to culture'};0.9632698768197088;0.0;0.0;0.0;1.0;1.0;0.0
282;282;Some people say that it is good to scientifically alter some fruits and vegetables because it increases crop yields to feed more people and is good for the environment.Others say it is bad to scientifically alter some fruits and vegetables because it could hurt human health and the environment.Which comes closer to your view?;{'United States': [0.40217391304347827, 0.5978260869565217], 'Britain': [0.29347826086956524, 0.7065217391304348]};['Good because increased crop yields', 'Bad because could hurt health and environment'];"(A) Good because increased crop yields
(B) Bad because could hurt health and environment";GAS;0,597827;0,706523;Bad because could hurt health and environment;Bad because could hurt health and environment;C. Science and technology;2.0;Likert Scale;Media, Technology, and Education;B;B;Bad because could hurt health and environment;Bad because could hurt health and environment;2.0;{'A': 'Good because increased crop yields', 'B': 'Bad because could hurt health and environment'};0.891304;1.0;1.0;1.0;1.0;1.0;1.0
283;283;Do you think media organizations should be able to publish information about these types of things OR the government should be able to prevent media organizations from publishing information about these types of things in some circumstances. b. economic issues that might destabilize the country's economy;{'United States': [0.81, 0.15, 0.04], 'Britain': [0.78, 0.17, 0.05]};['Media organizations should be able to publish information about these things', 'Government should be able to prevent media organizations from publishing information about these things', 'DK/Refused'];"(A) Media organizations should be able to publish information about these things
(B) Government should be able to prevent media organizations from publishing information about these things
(C) DK/Refused";GAS;0,810001;0,780001;Media organizations should be able to publish information about these things;Media organizations should be able to publish information about these things;D. Politics and policy;3.0;Binary Choice;Politics and Governance;A;A;Media organizations should be able to publish information about these things;Media organizations should be able to publish information about these things;3.0;{'A': 'Media organizations should be able to publish information about these things', 'B': 'Government should be able to prevent media organizations from publishing information about these things', 'C': 'DK/Refused'};0.97;1.0;1.0;1.0;1.0;1.0;1.0
284;284;How much confidence do you have in the healthcare system in the public to handle a future global health emergency that might occur – a great deal of confidence, some confidence, not too much confidence or no confidence at all?;{'United States': [0.11, 0.44, 0.36, 0.09, 0.0], 'Britain': [0.38613861386138615, 0.43564356435643564, 0.1188118811881188, 0.04950495049504951, 0.009900990099009901]};['A great deal', 'Some', 'Not too much', 'None at all', 'DK/Refused'];"(A) A great deal
(B) Some
(C) Not too much
(D) None at all
(E) DK/Refused";GAS;0,440001;0,435645;Some;Some;D. Politics and policy;5.0;Likert Scale;Politics and Governance;B;C;Not too much;Some;5.0;{'A': 'A great deal', 'B': 'Some', 'C': 'Not too much', 'D': 'None at all', 'E': 'DK/Refused'};0.995644;0.8823539411764706;1.0;1.0;0.8823539411764706;1.0;0.8823539411764706
